title,text,stars,publishedAtDate,likesCount,platform,tokens,text_preprocessed
Hutan Kota BNI,hutan kota memiliki jenis pohon yang terdiri dari jenis pohon selain pohon terdapat pula jenis tanaman hias yang mendatangkan jenis burung dan jenis kupu kupu serta beberapa satwa lainnya hutan kota bni merupakan ruang terbuka hijau yang ditumbuhi vegetasi dan pepohonan dan berada di kawasan perkotaan yang kini menjadi salah satu sarana rekreasi di kota banda aceh hutan kota bni tibang dibangun di atas lahan seluas ha yang terletak di gampong desa tibang syiah kuala kota banda aceh,4.0,30/10/2018 21:54,2,Google Maps,"['hutan', 'kota', 'milik', 'jenis', 'pohon', 'diri', 'jenis', 'pohon', 'pohon', 'dapat', 'jenis', 'tanam', 'hias', 'datang', 'jenis', 'burung', 'jenis', 'kupu', 'kupu', 'beberapa', 'satwa', 'lain', 'hutan', 'kota', 'bni', 'rupa', 'ruang', 'buka', 'hijau', 'tumbuh', 'vegetasi', 'pohon', 'ada', 'kawasan', 'kota', 'kini', 'jadi', 'salah', 'satu', 'sarana', 'rekreasi', 'kota', 'banda', 'aceh', 'hutan', 'kota', 'bni', 'tibang', 'bangun', 'atas', 'lahan', 'luas', 'ha', 'letak', 'gampong', 'desa', 'tibang', 'syiah', 'kuala', 'kota', 'banda', 'aceh']",hutan kota milik jenis pohon diri jenis pohon pohon dapat jenis tanam hias datang jenis burung jenis kupu kupu beberapa satwa lain hutan kota bni rupa ruang buka hijau tumbuh vegetasi pohon ada kawasan kota kini jadi salah satu sarana rekreasi kota banda aceh hutan kota bni tibang bangun atas lahan luas ha letak gampong desa tibang syiah kuala kota banda aceh
Hutan Kota BNI,taman hutan kota tempat rekreasi keluarga tempat dimana terdapat pembelajaran tentang flaura dan fauna baik untuk perkembangan otak anak disini terdapat berbagai macam tumbuhan,3.0,10/11/2017 20:48,1,Google Maps,"['taman', 'hutan', 'kota', 'tempat', 'rekreasi', 'keluarga', 'tempat', 'dapat', 'ajar', 'flaura', 'fauna', 'baik', 'kembang', 'otak', 'anak', 'sini', 'dapat', 'bagai', 'macam', 'tumbuh']",taman hutan kota tempat rekreasi keluarga tempat dapat ajar flaura fauna baik kembang otak anak sini dapat bagai macam tumbuh
Hutan Kota BNI,tempatnya nyaman asri hanya masukannya tempat duduk yang ada payungnya mohon di perbaiki untuk melindungi diri dari hujan,4.0,06/11/2018 21:46,0,Google Maps,"['tempat', 'nyaman', 'asri', 'masuk', 'tempat', 'duduk', 'payung', 'mohon', 'baik', 'lindung', 'diri', 'hujan']",tempat nyaman asri masuk tempat duduk payung mohon baik lindung diri hujan
Hutan Kota BNI,tempat yang baik untuk refreshing terdaoat berbagai macam spesies tanaman serta kupu terdapat ekosistem hutan mangrove juga,5.0,04/04/2019 09:43,0,Google Maps,"['tempat', 'baik', 'refreshing', 'terdaoat', 'bagai', 'macam', 'spesies', 'tanam', 'kupu', 'dapat', 'ekosistem', 'hutan', 'mangrove']",tempat baik refreshing terdaoat bagai macam spesies tanam kupu dapat ekosistem hutan mangrove
Hutan Kota BNI,tempatnya bagus untuk olahraga dan santai bersama kelurga karena tempatnya teduh dan rimbun untuk edukasi tentang alam juga bagus untuk anak usia dini krn terdapat tambak ikan maggrove dan berbagai pohon hutan lainnya tempt bermain anak juga ada tempat nya ter the best,5.0,07/08/2022 14:42,0,Google Maps,"['tempat', 'bagus', 'olahraga', 'santai', 'sama', 'kelurga', 'tempat', 'teduh', 'rimbun', 'edukasi', 'alam', 'bagus', 'anak', 'usia', 'dini', 'krn', 'dapat', 'tambak', 'ikan', 'maggrove', 'bagai', 'pohon', 'hutan', 'lain', 'tempt', 'main', 'anak', 'tempat', 'nya', 'ter', 'the', 'best']",tempat bagus olahraga santai sama kelurga tempat teduh rimbun edukasi alam bagus anak usia dini krn dapat tambak ikan maggrove bagai pohon hutan lain tempt main anak tempat nya ter the best
Hutan Kota BNI,seperti taman tematik herbal taman tersebut ditanam berbagai tanaman herbal seperti bawang selada kacang dan lain lain setiap taman diberikan symbol informasi yang berisikan nama tanaman tersebut sehingga para orang tua yang membawa anak anak dapat memberikan pendidikan secara langsung kepada anak anak taman lain seperti taman bamboo dan taman bunga dimanfaatkan oleh masyarakat yang ingin menjadikan taman tersebut sebagai background foto mereka,5.0,02/11/2018 00:02,8,Google Maps,"['taman', 'tematik', 'herbal', 'taman', 'sebut', 'tanam', 'bagai', 'tanam', 'herbal', 'bawang', 'selada', 'kacang', 'taman', 'beri', 'symbol', 'informasi', 'risi', 'nama', 'tanam', 'sebut', 'orang', 'tua', 'bawa', 'anak', 'anak', 'beri', 'didik', 'langsung', 'anak', 'anak', 'taman', 'taman', 'bamboo', 'taman', 'bunga', 'manfaat', 'masyarakat', 'jadi', 'taman', 'sebut', 'background', 'foto']",taman tematik herbal taman sebut tanam bagai tanam herbal bawang selada kacang taman beri symbol informasi risi nama tanam sebut orang tua bawa anak anak beri didik langsung anak anak taman taman bamboo taman bunga manfaat masyarakat jadi taman sebut background foto
Hutan Kota BNI,tempat bagus untuk cari ide buat yang conten kreator untuk keluarga lumayan buat cuci fikiran biar gak strees gitu,5.0,10/01/2019 16:56,2,Google Maps,"['tempat', 'bagus', 'cari', 'ide', 'buat', 'conten', 'kreator', 'keluarga', 'lumayan', 'buat', 'cuci', 'fikiran', 'biar', 'gak', 'strees', 'gitu']",tempat bagus cari ide buat conten kreator keluarga lumayan buat cuci fikiran biar gak strees gitu
Hutan Kota BNI,taman hutan kota yang terletak di desa tibang kota banda aceh merupakan taman yang ditanami berbagai pohon penghijauan selain lokasinya yang menarik kalian bisa membawa seluruh anggota keluarga kalian untuk belajar tentang nama nama tanaman hanya dengan rp saja kalian dapat masuk dan menikmati suasananya,4.0,10/12/2017 17:17,0,Google Maps,"['taman', 'hutan', 'kota', 'letak', 'desa', 'tibang', 'kota', 'banda', 'aceh', 'rupa', 'taman', 'tanam', 'bagai', 'pohon', 'hijau', 'lokasi', 'tarik', 'kalian', 'bawa', 'seluruh', 'anggota', 'keluarga', 'kalian', 'ajar', 'nama', 'nama', 'tanam', 'rp', 'kalian', 'masuk', 'nikmat', 'suasana']",taman hutan kota letak desa tibang kota banda aceh rupa taman tanam bagai pohon hijau lokasi tarik kalian bawa seluruh anggota keluarga kalian ajar nama nama tanam rp kalian masuk nikmat suasana
Hutan Kota BNI,tempat yg nyaman bersama keluarga dan pasangan masih dengan nuasa alami dan tenang,5.0,19/12/2016 09:02,0,Google Maps,"['tempat', 'yg', 'nyaman', 'sama', 'keluarga', 'pasang', 'nuasa', 'alami', 'tenang']",tempat yg nyaman sama keluarga pasang nuasa alami tenang
Hutan Kota BNI,salah satu tempat favorit di banda aceh suasananya tenang dan cocok buat jalan santai sama keluarga udaranya sejuk ada musholla dan toilet buat foto juga keren,5.0,05/01/2018 08:29,0,Google Maps,"['salah', 'satu', 'tempat', 'favorit', 'banda', 'aceh', 'suasana', 'tenang', 'cocok', 'buat', 'jalan', 'santai', 'sama', 'keluarga', 'udara', 'sejuk', 'musholla', 'toilet', 'buat', 'foto', 'keren']",salah satu tempat favorit banda aceh suasana tenang cocok buat jalan santai sama keluarga udara sejuk musholla toilet buat foto keren
Hutan Kota BNI,bagi kalian yang ingin kumpul berfoto bersama kawanmu buruan deh kesini dijamin gak bakalan nyesel tempatnya bagus,4.0,14/05/2018 17:52,1,Google Maps,"['kalian', 'kumpul', 'foto', 'sama', 'kawan', 'buru', 'deh', 'kesini', 'jamin', 'gak', 'bakal', 'nyesel', 'tempat', 'bagus']",kalian kumpul foto sama kawan buru deh kesini jamin gak bakal nyesel tempat bagus
Hutan Kota BNI,salah satu ruang terbuka hijau di area kota banda aceh yang memiliki hutan kota yang di isi dengan beberapa tanaman pohon dan buah lainnya sangat cocok untuk mengajak keluarga pasangan dan teman teman,4.0,14/10/2021 23:02,0,Google Maps,"['salah', 'satu', 'ruang', 'buka', 'hijau', 'area', 'kota', 'banda', 'aceh', 'milik', 'hutan', 'kota', 'isi', 'beberapa', 'tanam', 'pohon', 'buah', 'lain', 'sangat', 'cocok', 'ajak', 'keluarga', 'pasang', 'teman', 'teman']",salah satu ruang buka hijau area kota banda aceh milik hutan kota isi beberapa tanam pohon buah lain sangat cocok ajak keluarga pasang teman teman
Hutan Kota BNI,hutan ini sangat asri dan rimbun cocok buat nongkrong bareng teman atau keluarga kalian sambil lihat sunset,5.0,14/11/2018 07:02,1,Google Maps,"['hutan', 'sangat', 'asri', 'rimbun', 'cocok', 'buat', 'nongkrong', 'bareng', 'teman', 'keluarga', 'kalian', 'lihat', 'sunset']",hutan sangat asri rimbun cocok buat nongkrong bareng teman keluarga kalian lihat sunset
Hutan Kota BNI,tempat yg cocok untuk rehat refreshing jalan santai bersama keluarga untuk yang ada anak di hutan kota ada playground ya lumayan bagus bisa sambilan edukasi anak tentang tumbuhan,5.0,16/02/2020 08:19,1,Google Maps,"['tempat', 'yg', 'cocok', 'rehat', 'refreshing', 'jalan', 'santai', 'sama', 'keluarga', 'anak', 'hutan', 'kota', 'playground', 'lumayan', 'bagus', 'sambil', 'edukasi', 'anak', 'tumbuh']",tempat yg cocok rehat refreshing jalan santai sama keluarga anak hutan kota playground lumayan bagus sambil edukasi anak tumbuh
Hutan Kota BNI,kawasan taman besar hijau untuk paru paru kota banda aceh untuk kekuarga dapat memperkenalkam berbagai jenis tanaman pada anak anak usia dini disinilah tempatnya,5.0,14/07/2019 10:41,1,Google Maps,"['kawasan', 'taman', 'besar', 'hijau', 'paru', 'paru', 'kota', 'banda', 'aceh', 'kekuarga', 'memperkenalkam', 'bagai', 'jenis', 'tanam', 'anak', 'anak', 'usia', 'dini', 'sin', 'tempat']",kawasan taman besar hijau paru paru kota banda aceh kekuarga memperkenalkam bagai jenis tanam anak anak usia dini sin tempat
Hutan Kota BNI,bagus dan sangat nyaman untuk anak anak tetapi alangkah lebih bagus kalau ada guide,5.0,13/11/2019 09:35,0,Google Maps,"['bagus', 'sangat', 'nyaman', 'anak', 'anak', 'alangkah', 'lebih', 'bagus', 'kalau', 'guide']",bagus sangat nyaman anak anak alangkah lebih bagus kalau guide
Hutan Kota BNI,harusnya bisa lebih bagus lagi sih pengelolaannya,3.0,28/11/2018 15:58,0,Google Maps,"['harus', 'lebih', 'bagus', 'sih', 'kelola']",harus lebih bagus sih kelola
Hutan Kota BNI,hutan ini adalah hutan buatan manusia walaupun tak sealami hutan hutan di gunung hutan ini lumayan buat penghijauan pusat kota luas area nya pun paling ada sekitar empat hektar di sana juga banyak di tanam permohonan langka ditamam bni ini juga ada waduk di tengah nya dan ada juga tempat bermain anak anak,5.0,21/06/2019 21:13,0,Google Maps,"['hutan', 'hutan', 'buat', 'manusia', 'walaupun', 'tak', 'alam', 'hutan', 'hutan', 'gunung', 'hutan', 'lumayan', 'buat', 'hijau', 'pusat', 'kota', 'luas', 'area', 'nya', 'paling', 'empat', 'hektar', 'sana', 'banyak', 'tanam', 'mohon', 'langka', 'tamam', 'bni', 'waduk', 'tengah', 'nya', 'tempat', 'main', 'anak', 'anak']",hutan hutan buat manusia walaupun tak alam hutan hutan gunung hutan lumayan buat hijau pusat kota luas area nya paling empat hektar sana banyak tanam mohon langka tamam bni waduk tengah nya tempat main anak anak
Hutan Kota BNI,tempat nya sejuk cocok buat piknik keluarga moga bisa mamin ditingkat kan kualitas nya,4.0,03/02/2019 14:19,0,Google Maps,"['tempat', 'nya', 'sejuk', 'cocok', 'buat', 'piknik', 'keluarga', 'moga', 'mamin', 'tingkat', 'kan', 'kualitas', 'nya']",tempat nya sejuk cocok buat piknik keluarga moga mamin tingkat kan kualitas nya
Hutan Kota BNI,sebuah tempat yang sangat baik untuk merenung indah,5.0,02/05/2019 11:53,0,Google Maps,"['buah', 'tempat', 'sangat', 'baik', 'renung', 'indah']",buah tempat sangat baik renung indah
Hutan Kota BNI,asri sangat bagus untuk relaxkan diri setelah penat dengan polusi udara di perkotaan hutan sumber oksigen sangat bagus untuk kesehatan bahkan ada permainan untuk anak anak sehingga anak anakpun betah jika di ajak ke hutan kota ini,5.0,08/10/2018 12:06,1,Google Maps,"['asri', 'sangat', 'bagus', 'relaxkan', 'diri', 'penat', 'polusi', 'udara', 'kota', 'hutan', 'sumber', 'oksigen', 'sangat', 'bagus', 'sehat', 'bahkan', 'main', 'anak', 'anak', 'anak', 'anak', 'betah', 'ajak', 'hutan', 'kota']",asri sangat bagus relaxkan diri penat polusi udara kota hutan sumber oksigen sangat bagus sehat bahkan main anak anak anak anak betah ajak hutan kota
Hutan Kota BNI,nyaman bawa anak main ke sini suasana tenang dan sejuk betah berlama di sini bareng anak,5.0,31/08/2019 13:59,0,Google Maps,"['nyaman', 'bawa', 'anak', 'main', 'sini', 'suasana', 'tenang', 'sejuk', 'betah', 'lama', 'sini', 'bareng', 'anak']",nyaman bawa anak main sini suasana tenang sejuk betah lama sini bareng anak
Hutan Kota BNI,kalau saran keluarga kami sihh di tmbah hewan peliharaan yg jinak utk memperindah hutan kota nya,2.0,15/08/2019 18:00,0,Google Maps,"['kalau', 'saran', 'keluarga', 'sihh', 'tmbah', 'hewan', 'pelihara', 'yg', 'jinak', 'utk', 'indah', 'hutan', 'kota', 'nya']",kalau saran keluarga sihh tmbah hewan pelihara yg jinak utk indah hutan kota nya
Hutan Kota BNI,taman bni hutan kota manggrove jenis bakau rhizophora mucronata,5.0,17/07/2018 18:54,0,Google Maps,"['taman', 'bni', 'hutan', 'kota', 'manggrove', 'jenis', 'bakau', 'rhizophora', 'mucronata']",taman bni hutan kota manggrove jenis bakau rhizophora mucronata
Hutan Kota BNI,tempat nyaman buat santai sore kalo kesini jangan lupa bawa jajanan ya karna bisa santai sambil makan cemilan,5.0,13/02/2020 15:06,0,Google Maps,"['tempat', 'nyaman', 'buat', 'santai', 'sore', 'kalo', 'kesini', 'jangan', 'lupa', 'bawa', 'jajan', 'karna', 'santai', 'makan', 'cemilan']",tempat nyaman buat santai sore kalo kesini jangan lupa bawa jajan karna santai makan cemilan
Hutan Kota BNI,taman hutan kota memiliki suana yang indah terasa nyaman dan menyejukkan,5.0,05/11/2018 16:52,2,Google Maps,"['taman', 'hutan', 'kota', 'milik', 'suana', 'indah', 'asa', 'nyaman', 'sejuk']",taman hutan kota milik suana indah asa nyaman sejuk
Hutan Kota BNI,indah banyak segala jenis tumbuhan dan hewan,5.0,14/05/2019 19:06,0,Google Maps,"['indah', 'banyak', 'segala', 'jenis', 'tumbuh', 'hewan']",indah banyak segala jenis tumbuh hewan
Hutan Kota BNI,sangat bagus dan hutannya masih sangat alami beautiful,5.0,19/06/2019 17:54,0,Google Maps,"['sangat', 'bagus', 'hutan', 'sangat', 'alami', 'beautiful']",sangat bagus hutan sangat alami beautiful
Hutan Kota BNI,tempatnya bersih nyaman bersama keluarga dan sejuk,4.0,19/06/2019 13:08,0,Google Maps,"['tempat', 'bersih', 'nyaman', 'sama', 'keluarga', 'sejuk']",tempat bersih nyaman sama keluarga sejuk
Hutan Kota BNI,taman hutan kota bni ini sudah lumayan asri indah tempat yang recommended untuk menghirup udara segar punya track jalan yang bagus buat jalan jalan dan jogging juga punya sarana olahraga seperti lapangan bola basket pohon pohon sudah mulai besar membuat pengunjung adem jumlah tanaman juga banyak dan bervariasi punya sarana ibadah berupa musalla plus jembatan cinta yang membuatnya semakin indah kebersihan di sini juga terjaga dengan baik namun sayang banyak pengunjung labil nan jahil yang tidak bisa menjaga kebersihan banyak sekali kita lihat coretan coretan di pohon jembatan dan tempat tempat lain yang membuat tempat ini kurang indah saran saya jika kamu pergi ke sini tolong jaga kebersihan tempat indah ini dengan membuang sampah pada tempatnya dan jangan coret coret nama kalian di sini meunyoe hana ek neu peulagak tulong lah bek neu peu broek,4.0,29/08/2017 09:27,0,Google Maps,"['taman', 'hutan', 'kota', 'bni', 'lumayan', 'asri', 'indah', 'tempat', 'recommended', 'hirup', 'udara', 'segar', 'punya', 'track', 'jalan', 'bagus', 'buat', 'jalan', 'jalan', 'jogging', 'punya', 'sarana', 'olahraga', 'lapang', 'bola', 'basket', 'pohon', 'pohon', 'mulai', 'besar', 'buat', 'unjung', 'adem', 'jumlah', 'tanam', 'banyak', 'variasi', 'punya', 'sarana', 'ibadah', 'upa', 'musalla', 'plus', 'jembatan', 'cinta', 'buat', 'makin', 'indah', 'bersih', 'sini', 'jaga', 'baik', 'sayang', 'banyak', 'unjung', 'labil', 'nan', 'jahil', 'jaga', 'bersih', 'banyak', 'sekali', 'lihat', 'coret', 'coret', 'pohon', 'jembatan', 'tempat', 'tempat', 'buat', 'tempat', 'kurang', 'indah', 'saran', 'kamu', 'pergi', 'sini', 'jaga', 'bersih', 'tempat', 'indah', 'buang', 'sampah', 'tempat', 'jangan', 'coret', 'coret', 'nama', 'kalian', 'sini', 'meunyoe', 'hana', 'ek', 'neu', 'peulagak', 'tulong', 'lah', 'bek', 'neu', 'peu', 'broek']",taman hutan kota bni lumayan asri indah tempat recommended hirup udara segar punya track jalan bagus buat jalan jalan jogging punya sarana olahraga lapang bola basket pohon pohon mulai besar buat unjung adem jumlah tanam banyak variasi punya sarana ibadah upa musalla plus jembatan cinta buat makin indah bersih sini jaga baik sayang banyak unjung labil nan jahil jaga bersih banyak sekali lihat coret coret pohon jembatan tempat tempat buat tempat kurang indah saran kamu pergi sini jaga bersih tempat indah buang sampah tempat jangan coret coret nama kalian sini meunyoe hana ek neu peulagak tulong lah bek neu peu broek
Hutan Kota BNI,salah satu destinasi wisata untuk bersantai untuk melepas lelah maupun memanjakan mata dengan kondisi tempat yang sejuk dan rindang di sertai beberapa fasilitas pendukung seperti mushala dan lapangan basket namun sayangnya masih banyak tangan jahil yang merusak tempat ini mulai dari corat coret nama di atas jembatan buang sampah sembarang dan juga masih tidak adanya perawatan serius yang di lakukan oleh pengelola ditambah lagi masih adanya pungutan parkir liar pada lokasi,3.0,14/04/2019 09:17,1,Google Maps,"['salah', 'satu', 'destinasi', 'wisata', 'santa', 'lepas', 'lelah', 'maupun', 'manja', 'mata', 'kondisi', 'tempat', 'sejuk', 'rindang', 'serta', 'beberapa', 'fasilitas', 'dukung', 'mushala', 'lapang', 'basket', 'sayang', 'banyak', 'tangan', 'jahil', 'rusak', 'tempat', 'mulai', 'corat', 'coret', 'nama', 'atas', 'jembatan', 'buang', 'sampah', 'sembarang', 'ada', 'awat', 'serius', 'laku', 'kelola', 'tambah', 'ada', 'pungut', 'parkir', 'liar', 'lokasi']",salah satu destinasi wisata santa lepas lelah maupun manja mata kondisi tempat sejuk rindang serta beberapa fasilitas dukung mushala lapang basket sayang banyak tangan jahil rusak tempat mulai corat coret nama atas jembatan buang sampah sembarang ada awat serius laku kelola tambah ada pungut parkir liar lokasi
Hutan Kota BNI,tempat ini berada di gampong tibang di pinggiran kota banda aceh jalan menuju ke krueng raya hutan taman bni di bangun setelah kejadian tsunami dan gempa tahun wilayah ini merupakan tambak masyarakat dulunya mereka memelihara udang dan ikan bandeng serta jenis lainnya saat telah tsunami tempat ini rusak poranda kemudian di bangun lah oleh bni dengan program rehabilitasi tambak dan penghijauan kota jenis tanaman yang di tanam yaitu pohon bangka jenis pohon ini sangat berguna bagi pelestarian kepiting bangka saat ini hutan kota ini banyak dikunjungi oleh masyarakat umumnya karena kondisi dan kenyamanan serta teduh banyak juga anak tk yang berkunjung ke sini sebagai wahana bermain dan belajar tempat ini berguna bagi orang alam dan makhluk air karena habitat wilayah ini kelihatan natural cocok untuk bersantai santai dengan keluarga teman dan tamu tamu yang ingin melihat suasana hutan bangka di pinggiran kota banda aceh selamat berhepi dan santai,3.0,10/01/2019 23:27,0,Google Maps,"['tempat', 'ada', 'gampong', 'tibang', 'pinggir', 'kota', 'banda', 'aceh', 'jalan', 'tuju', 'krueng', 'raya', 'hutan', 'taman', 'bni', 'bangun', 'jadi', 'tsunami', 'gempa', 'tahun', 'wilayah', 'rupa', 'tambak', 'masyarakat', 'pelihara', 'udang', 'ikan', 'bandeng', 'jenis', 'lain', 'tsunami', 'tempat', 'rusak', 'poranda', 'kemudian', 'bangun', 'lah', 'bni', 'program', 'rehabilitasi', 'tambak', 'hijau', 'kota', 'jenis', 'tanam', 'tanam', 'pohon', 'bangka', 'jenis', 'pohon', 'sangat', 'guna', 'lestari', 'kepiting', 'bangka', 'hutan', 'kota', 'banyak', 'kunjung', 'masyarakat', 'umum', 'kondisi', 'nyaman', 'teduh', 'banyak', 'anak', 'tk', 'kunjung', 'sini', 'wahana', 'main', 'ajar', 'tempat', 'guna', 'orang', 'alam', 'makhluk', 'air', 'habitat', 'wilayah', 'lihat', 'natural', 'cocok', 'santa', 'santai', 'keluarga', 'teman', 'tamu', 'tamu', 'lihat', 'suasana', 'hutan', 'bangka', 'pinggir', 'kota', 'banda', 'aceh', 'selamat', 'berhepi', 'santai']",tempat ada gampong tibang pinggir kota banda aceh jalan tuju krueng raya hutan taman bni bangun jadi tsunami gempa tahun wilayah rupa tambak masyarakat pelihara udang ikan bandeng jenis lain tsunami tempat rusak poranda kemudian bangun lah bni program rehabilitasi tambak hijau kota jenis tanam tanam pohon bangka jenis pohon sangat guna lestari kepiting bangka hutan kota banyak kunjung masyarakat umum kondisi nyaman teduh banyak anak tk kunjung sini wahana main ajar tempat guna orang alam makhluk air habitat wilayah lihat natural cocok santa santai keluarga teman tamu tamu lihat suasana hutan bangka pinggir kota banda aceh selamat berhepi santai
Hutan Kota BNI,nyaman ramah lingkungan ada tempat bermain juga untuk anak anak,5.0,23/02/2020 17:54,0,Google Maps,"['nyaman', 'ramah', 'lingkung', 'tempat', 'main', 'anak', 'anak']",nyaman ramah lingkung tempat main anak anak
Hutan Kota BNI,tempatnya adem ada danau yg cantik terus jembatannya juga estetik,5.0,01/11/2019 13:05,0,Google Maps,"['tempat', 'adem', 'danau', 'yg', 'cantik', 'terus', 'jembatan', 'estetik']",tempat adem danau yg cantik terus jembatan estetik
Hutan Kota BNI,nyaman kebersihan juga terjaga,5.0,03/02/2019 21:36,0,Google Maps,"['nyaman', 'bersih', 'jaga']",nyaman bersih jaga
Hutan Kota BNI,tempat escape yg lumayan dekat dr kota bisa membantu mengajarkan nama pohon dan tanaman pada anak anak sambil jalan sore sejuk saat sore dan ada spot menikmati sunset sayang bakaunya tidak banyak lagi konon sdh banyak yg rusak akibat proses pengerukan mudahan segera tumbuh kembali,3.0,17/11/2017 21:34,0,Google Maps,"['tempat', 'escape', 'yg', 'lumayan', 'dekat', 'dr', 'kota', 'bantu', 'ajar', 'nama', 'pohon', 'tanam', 'anak', 'anak', 'jalan', 'sore', 'sejuk', 'sore', 'spot', 'nikmat', 'sunset', 'sayang', 'bakau', 'banyak', 'konon', 'sdh', 'banyak', 'yg', 'rusak', 'akibat', 'proses', 'eru', 'mudah', 'segera', 'tumbuh']",tempat escape yg lumayan dekat dr kota bantu ajar nama pohon tanam anak anak jalan sore sejuk sore spot nikmat sunset sayang bakau banyak konon sdh banyak yg rusak akibat proses eru mudah segera tumbuh
Hutan Kota BNI,salah satu taman favorit saya di kota banda aceh lokasinya strategis dan gampang dijangkau oleh semua lapisan masyarakat perawatan dan pengelolaan hutan kota bni banda aceh ini sudah sangat baik dan fasilitas pendukung juga sudah tersedia dengan cukup lengkap beragam jenis tumbuh tumbuhan bisa kita jumpai disini cuma pengunjung kadang ada yang suka buang sampah sembarangan perlu diingatkan,4.0,24/12/2021 18:16,0,Google Maps,"['salah', 'satu', 'taman', 'favorit', 'kota', 'banda', 'aceh', 'lokasi', 'strategis', 'gampang', 'jangkau', 'semua', 'lapis', 'masyarakat', 'awat', 'kelola', 'hutan', 'kota', 'bni', 'banda', 'aceh', 'sangat', 'baik', 'fasilitas', 'dukung', 'sedia', 'cukup', 'lengkap', 'agam', 'jenis', 'tumbuh', 'tumbuh', 'jumpa', 'sini', 'cuma', 'unjung', 'kadang', 'suka', 'buang', 'sampah', 'sembarang', 'perlu', 'ingat']",salah satu taman favorit kota banda aceh lokasi strategis gampang jangkau semua lapis masyarakat awat kelola hutan kota bni banda aceh sangat baik fasilitas dukung sedia cukup lengkap agam jenis tumbuh tumbuh jumpa sini cuma unjung kadang suka buang sampah sembarang perlu ingat
Hutan Kota BNI,berada di areal lahan yang cukup luas dengan trek yang melingkar serta diteduhi oleh berbagai jenis pohon membuat tempat ini tampak sangat asri dan yang tak diduga teryata juga terdapat hutan bakau di dalamnya tidak lupa juga di hutan kota ini disediakan tempat bermain anak anak,5.0,01/01/2020 21:15,0,Google Maps,"['ada', 'areal', 'lahan', 'cukup', 'luas', 'trek', 'lingkar', 'teduh', 'bagai', 'jenis', 'pohon', 'buat', 'tempat', 'tampak', 'sangat', 'asri', 'tak', 'duga', 'teryata', 'dapat', 'hutan', 'bakau', 'dalam', 'lupa', 'hutan', 'kota', 'sedia', 'tempat', 'main', 'anak', 'anak']",ada areal lahan cukup luas trek lingkar teduh bagai jenis pohon buat tempat tampak sangat asri tak duga teryata dapat hutan bakau dalam lupa hutan kota sedia tempat main anak anak
Hutan Kota BNI,menghilangkan penat dengan kehijauan dedaunan,4.0,30/06/2018 16:49,0,Google Maps,"['hilang', 'penat', 'hijau', 'dedaunan']",hilang penat hijau dedaunan
Hutan Kota BNI,bagi yang tinggal di daerah kawasan darussalam sekitar menurut saya hutan kota tibang tempat yag yang lumayan untuk menghilangkan penat atau sekedar mengusir rasa bosan disini kita sebagai pejalan kaki akan merasakan sesikit memoriam tentang hutan saya suka jembatannya diawal terus jembatan flying dan juga jembatan yang dibawahnya terdapat ikan dan juga dihiasi dengan tanaman bakau tapi sangat disayabgkan karena tanaman bakaunya ditebang dan sekarang tidak rindang lagi dan terkesan gersang,3.0,23/02/2017 21:54,0,Google Maps,"['tinggal', 'daerah', 'kawasan', 'darussalam', 'hutan', 'kota', 'tibang', 'tempat', 'yag', 'lumayan', 'hilang', 'penat', 'dar', 'usir', 'rasa', 'bosan', 'sini', 'pejal', 'kaki', 'rasa', 'sikit', 'memoriam', 'hutan', 'suka', 'jembatan', 'awal', 'terus', 'jembatan', 'flying', 'jembatan', 'bawah', 'dapat', 'ikan', 'hias', 'tanam', 'bakau', 'sangat', 'disayabgkan', 'tanam', 'bakau', 'tebang', 'sekarang', 'rindang', 'kes', 'gersang']",tinggal daerah kawasan darussalam hutan kota tibang tempat yag lumayan hilang penat dar usir rasa bosan sini pejal kaki rasa sikit memoriam hutan suka jembatan awal terus jembatan flying jembatan bawah dapat ikan hias tanam bakau sangat disayabgkan tanam bakau tebang sekarang rindang kes gersang
Hutan Kota BNI,pemandangan di dalamnya sudah bagus hanya perlu jaga sedikit pengelolaan agar selalu bersih terlihat indah sejuk dipandang mata taman hutan kota bna ini juga cocok untuk dijadikan latar untuk foto prewedding dll,5.0,11/11/2018 16:33,1,Google Maps,"['pandang', 'dalam', 'bagus', 'perlu', 'jaga', 'sedikit', 'kelola', 'selalu', 'bersih', 'lihat', 'indah', 'sejuk', 'pandang', 'mata', 'taman', 'hutan', 'kota', 'bna', 'cocok', 'jadi', 'latar', 'foto', 'prewedding']",pandang dalam bagus perlu jaga sedikit kelola selalu bersih lihat indah sejuk pandang mata taman hutan kota bna cocok jadi latar foto prewedding
Hutan Kota BNI,sejenak menghirup udara segar dari kotornya udara kota,3.0,20/11/2016 00:38,0,Google Maps,"['jenak', 'hirup', 'udara', 'segar', 'kotor', 'udara', 'kota']",jenak hirup udara segar kotor udara kota
